6,11,10,1000,0,3.450675300021351
6,11,100,1000,0,3.484740246631679
6,10,300,1000,0,3.4950621960303416
6,9,10,1000,0,3.451695309816404
6,12,10,1000,0,3.4531895078304404
6,10,30,1000,0,3.456940842473154
6,9,30,1000,0,3.4623487521213683
6,10,10,1000,0,3.4465465031520335
6,12,30,1000,0,3.4606107654716967
6,11,30,1000,0,3.464199732842303
6,8,100,1000,0,3.465203311622553
6,11,300,1000,0,3.4982482444723977
6,7,30,1000,0,3.458796632281701
6,9,300,1000,0,3.4994023089400987
6,8,300,1000,0,3.4943268950044577
6,10,100,1000,0,3.475620666311816
6,8,30,1000,0,3.4641316314573403
6,7,10,1000,0,3.4517555998759346
6,6,10,1000,0,3.451630915905361
6,7,100,1000,0,3.467644494178825
6,9,100,1000,0,3.471974936049454
6,6,30,1000,0,3.4560753044076273
6,8,10,1000,0,3.4510191907922727
6,6,300,1000,0,3.4612401339143597
6,6,100,1000,0,3.4642172221589536
6,10,1000,1000,0,3.5673202962965815
6,8,1000,1000,0,3.558392101820984
6,9,1000,1000,0,3.555347871130327
6,7,300,1000,0,3.4845242285060256
6,11,1000,1000,0,3.5842355113950863
6,6,1000,1000,0,3.494409272398027
6,7,1000,1000,0,3.541177002578559
6,12,100,1000,0,3.492330648102735
6,13,100,1000,0,3.4902122195469794
6,14,10,1000,0,3.4495585782457243
6,15,100,1000,0,3.4856718455946254
6,14,100,1000,0,3.467750523062604
6,13,30,1000,0,3.4663614041418986
6,14,300,1000,0,3.5244187879949953
6,14,30,1000,0,3.464689106923338
6,15,30,1000,0,3.469072182134649
6,13,10,1000,0,3.451402108688254
6,15,10,1000,0,3.4498065981347326
6,12,300,1000,0,3.4978463382364735
6,13,300,1000,0,3.508128225502997
6,17,100,1000,0,3.4826823279940293
6,16,30,1000,0,3.4636978432730094
6,12,1000,1000,0,3.5905552615022533
6,18,30,1000,0,3.4646035939716877
6,17,10,1000,0,3.448956592091736
6,16,100,1000,0,3.481268804048294
6,16,10,1000,0,3.4531027624805
6,18,10,1000,0,3.4535015527441595
6,13,1000,1000,0,3.6018211088238625
6,17,300,1000,0,3.511119792282811
6,15,300,1000,0,3.5110040249212515
6,17,1000,1000,0,3.6292463625398996
6,16,1000,1000,0,3.6149531017257943
6,16,300,1000,0,3.5251067546498454
6,14,1000,1000,0,3.63489731544143
6,17,30,1000,0,3.46512313390162
6,18,300,1000,0,3.5183655342398916
6,18,100,1000,0,3.482602215011855
6,15,1000,1000,0,3.6057546631579296
6,19,10,1000,0,3.447388383465252
6,19,100,1000,0,3.4876196765894303
6,19,30,1000,0,3.464102879109824
6,20,10,1000,0,3.4492070732763405
6,18,1000,1000,0,3.6356166646961356
6,20,100,1000,0,3.486921032497903
6,19,1000,1000,0,3.63696167137678
6,19,300,1000,0,3.516629294640025
6,20,30,1000,0,3.463409506712771
6,6,10,1000,1,3.406047595706902
6,7,10,1000,1,3.4126658658714843
6,6,100,1000,1,3.42980490875632
6,20,1000,1000,0,3.6375012039897703
6,20,300,1000,0,3.514853920511402
6,6,30,1000,1,3.4157794475108365
6,7,30,1000,1,3.4202278260120305
6,8,30,1000,1,3.4217157543263625
6,8,300,1000,1,3.4645792410529404
6,7,100,1000,1,3.4401952309270327
6,6,1000,1000,1,3.436414731091508
6,8,10,1000,1,3.4124144619399126
6,6,300,1000,1,3.4310454562035404
6,8,1000,1000,1,3.512320454002657
6,8,100,1000,1,3.439597825839527
6,7,300,1000,1,3.4588413378835576
6,7,1000,1000,1,3.489577018675992
6,9,10,1000,1,3.412487803332572
6,9,30,1000,1,3.4236316985832964
6,9,300,1000,1,3.4722268937425613
6,9,100,1000,1,3.4472715802957756
6,9,1000,1000,1,3.525359460206167
6,10,10,1000,1,3.411171078190597
6,10,30,1000,1,3.421186833778418
6,10,100,1000,1,3.4481159299528814
6,12,30,1000,1,3.431058665926531
6,10,300,1000,1,3.467870237004806
6,11,10,1000,1,3.414353155490011
6,11,30,1000,1,3.4309805789345234
6,10,1000,1000,1,3.5311072775299137
6,11,100,1000,1,3.447943384680553
6,12,10,1000,1,3.415136152620601
6,12,100,1000,1,3.4480911209944645
6,11,300,1000,1,3.4702638186267554
6,11,1000,1000,1,3.5313537765785026
6,12,300,1000,1,3.466238728461066
6,13,10,1000,1,3.415274159919113
6,13,300,1000,1,3.4619138258140354
6,14,10,1000,1,3.411270371132791
6,13,100,1000,1,3.453521242147379
6,13,30,1000,1,3.424195712889069
6,14,30,1000,1,3.4383199860122655
6,14,300,1000,1,3.4678585458945217
6,12,1000,1000,1,3.540374747721126
6,13,1000,1000,1,3.5359882373393563
6,14,100,1000,1,3.442080306343333
6,15,10,1000,1,3.4127815465909763
6,15,30,1000,1,3.440164071054206
6,15,100,1000,1,3.4461243020674854
6,16,30,1000,1,3.430703884411121
6,16,10,1000,1,3.4149607128864754
6,15,300,1000,1,3.4551105885180355
6,14,1000,1000,1,3.5377429602321326
6,15,1000,1000,1,3.5363849499245545
6,16,100,1000,1,3.4458008807531413
6,16,300,1000,1,3.4454609333849007
6,17,10,1000,1,3.411331075207961
6,16,1000,1000,1,3.5474518611180383
6,17,30,1000,1,3.431003916633409
6,17,100,1000,1,3.4486508522945405
6,18,10,1000,1,3.415029142006217
6,17,300,1000,1,3.454813902582249
6,17,1000,1000,1,3.5619001230856537
6,18,100,1000,1,3.4472454802584505
6,18,30,1000,1,3.4360611502055343
6,19,10,1000,1,3.415214411045304
6,19,100,1000,1,3.4469764774338576
6,18,300,1000,1,3.4473183306366404
6,19,30,1000,1,3.4380542253609354
6,19,300,1000,1,3.458049734815206
6,20,10,1000,1,3.4171824551063135
6,20,30,1000,1,3.4409494722263934
6,18,1000,1000,1,3.5637105104188063
6,19,1000,1000,1,3.566455153964104
6,20,100,1000,1,3.4473631214300458
6,20,300,1000,1,3.4522672648723534
6,6,100,1000,2,3.45255043925812
6,20,1000,1000,1,3.567563278916071
6,6,30,1000,2,3.4493699653869454
